#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_021741.1	278959	279420	+	29904200	-	M495_RS01245	WP_065424736.1	153	hypothetical protein
chr	NC_021741.1	279465	279959	+	29905660	-	M495_RS01250	WP_041415165.1	164	hypothetical protein
chr	NC_021741.1	280029	281045	+	29906173	-	M495_RS01255	WP_020824867.1	338	hypothetical protein
chr	NC_021741.1	282024	282584	+	30329053	-	M495_RS24740	WP_071846547.1	186	hypothetical protein
chr	NC_021741.1	282715	283356	-	29904257	torD	M495_RS01265	WP_020824870.1	213	hypothetical protein
chr	NC_021741.1	283369	285903	-	29904011	-	M495_RS01270	WP_020824871.1	844	trimethylamine N-oxide reductase I catalytic subunit
chr	NC_021741.1	285916	287079	-	29904404	-	M495_RS01275	WP_020824872.1	387	trimethylamine N-oxide reductase cytochrome c-type subunit
chr	NC_021741.1	287214	287909	+	29905923	-	M495_RS01280	WP_041414129.1	231	DNA-binding response regulator
chr	NC_021741.1	287820	288938	-	29902651	-	M495_RS01285	WP_020824874.1	372	TMAO reductase system periplasmic protein TorT
chr	NC_021741.1	289068	291761	+	29905612	-	M495_RS01290	WP_051150520.1	897	TMAO reductase system sensor histidine kinase/response regulator TorS
chr	NC_021741.1	292563	294188	+	29904153	-	M495_RS01295	WP_020824876.1	541	hypothetical protein
chr	NC_021741.1	294792	295040	+	29902478	-	M495_RS01300	WP_020824877.1	82	hypothetical protein
chr	NC_021741.1	295894	296469	-	29903989	-	M495_RS01315	WP_020824878.1	191	TetR family transcriptional regulator
chr	NC_021741.1	296510	298219	-	29905066	-	M495_RS01320	WP_020824879.1	569	protein-disulfide reductase DsbD
chr	NC_021741.1	298195	298518	-	29902222	-	M495_RS01325	WP_020824880.1	107	divalent ion tolerance protein CutA
chr	NC_021741.1	300070	301506	-	29903303	-	M495_RS01335	WP_020824881.1	478	aspartate ammonia-lyase
chr	NC_021741.1	301538	301768	-	29904589	-	M495_RS01340	WP_020824882.1	76	hypothetical protein
chr	NC_021741.1	301852	302343	+	29903090	fxsA	M495_RS01345	WP_020824883.1	163	exclusion suppressor FxsA
chr	NC_021741.1	302528	302821	+	29903689	groES	M495_RS01350	WP_004952634.1	97	MULTISPECIES: molecular chaperone GroES
chr	NC_021741.1	302866	304512	+	29902688	-	M495_RS01355	WP_020824884.1	548	molecular chaperone GroEL
chr	NC_021741.1	304740	305096	+	29905701	-	M495_RS01360	WP_071827061.1	118	hypothetical protein
chr	NC_021741.1	305180	306208	-	29905394	-	M495_RS01365	WP_041414135.1	342	EF-P beta-lysylation protein EpmB
chr	NC_021741.1	306251	306817	+	29905456	-	M495_RS01370	WP_020824887.1	188	elongation factor P
chr	NC_021741.1	306886	307017	+	30329054	-	M495_RS24745	WP_071844607.1	43	MULTISPECIES: entericidin
chr	NC_021741.1	307140	307271	+	29905516	-	M495_RS01375	WP_020824888.1	43	entericidin B
chr	NC_021741.1	307487	307804	+	29905359	-	M495_RS01380	WP_020824889.1	105	multidrug transporter
chr	NC_021741.1	307798	308331	-	29905194	-	M495_RS01385	WP_020824890.1	177	hypothetical protein
chr	NC_021741.1	308419	308778	-	29903849	-	M495_RS01390	WP_020824891.1	119	MULTISPECIES: fumarate reductase subunit D
chr	NC_021741.1	308791	309183	-	29906219	-	M495_RS01395	WP_020824892.1	130	fumarate reductase subunit C
chr	NC_021741.1	309199	309933	-	29906039	-	M495_RS01400	WP_020824893.1	244	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
chr	NC_021741.1	309926	311722	-	29902310	-	M495_RS01405	WP_020824894.1	598	fumarate reductase flavoprotein subunit
chr	NC_021741.1	312108	313085	+	29905986	-	M495_RS01410	WP_020824895.1	325	elongation factor P lysine(34) lysyltransferase
chr	NC_021741.1	313155	316502	-	29903064	-	M495_RS01415	WP_020824896.1	1115	miniconductance mechanosensitive channel MscM
chr	NC_021741.1	316516	317412	-	29905158	-	M495_RS01420	WP_020824897.1	298	phosphatidylserine decarboxylase
chr	NC_021741.1	317489	318538	-	29906231	-	M495_RS01425	WP_020824898.1	349	ribosome small subunit-dependent GTPase
chr	NC_021741.1	318722	319267	+	29904993	-	M495_RS01430	WP_020824899.1	181	oligoribonuclease
chr	NC_021741.1	320118	321257	-	29903968	-	M495_RS01450	WP_020824900.1	379	epoxyqueuosine reductase
chr	NC_021741.1	321256	322767	+	29902167	-	M495_RS01455	WP_020824901.1	503	bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
chr	NC_021741.1	322782	323252	+	29902188	-	M495_RS01460	WP_020824902.1	156	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
chr	NC_021741.1	323260	325056	+	29906068	-	M495_RS01465	WP_020824903.1	598	N-acetylmuramoyl-L-alanine amidase
chr	NC_021741.1	325083	326957	+	29902127	-	M495_RS01470	WP_020824904.1	624	DNA mismatch repair protein MutL
chr	NC_021741.1	326950	327891	+	29902934	-	M495_RS01475	WP_020824905.1	313	tRNA dimethylallyltransferase
chr	NC_021741.1	328006	328314	+	29906122	-	M495_RS01480	WP_012004894.1	102	MULTISPECIES: RNA-binding protein Hfq
chr	NC_021741.1	328410	329690	+	29906229	-	M495_RS01485	WP_020824906.1	426	GTPase HflX
chr	NC_021741.1	329759	331018	+	29903656	-	M495_RS01490	WP_020824907.1	419	protease modulator HflK
chr	NC_021741.1	331022	332029	+	29906012	-	M495_RS01495	WP_020824908.1	335	protease modulator HflC
chr	NC_021741.1	332093	332293	+	29905414	-	M495_RS01500	WP_020824909.1	66	membrane protein
chr	NC_021741.1	332391	333689	+	29905674	-	M495_RS01505	WP_041415174.1	432	adenylosuccinate synthetase
chr	NC_021741.1	333923	334348	+	29905081	-	M495_RS01510	WP_020824911.1	141	transcriptional regulator
chr	NC_021741.1	334408	336894	+	29906194	-	M495_RS01515	WP_020824912.1	828	exoribonuclease R
chr	NC_021741.1	336954	337685	+	29904692	-	M495_RS01520	WP_020824913.1	243	23S rRNA (guanosine(2251)-2\'-O)-methyltransferase
chr	NC_021741.1	337815	339446	+	29904724	-	M495_RS01525	WP_020824914.1	543	isovaleryl-CoA dehydrogenase
chr	NC_021741.1	339534	339932	+	29904587	-	M495_RS01530	WP_020824915.1	132	DUF350 domain-containing protein
chr	NC_021741.1	339929	340204	-	29906402	-	M495_RS01535	WP_020824916.1	91	membrane protein
chr	NC_021741.1	340327	340635	-	29906298	-	M495_RS01540	WP_020824917.1	102	bioflm peroxide resistance protein BsmA
chr	NC_021741.1	340762	341514	+	29903788	-	M495_RS01545	WP_020824918.1	250	esterase
chr	NC_021741.1	341609	341875	-	29903168	-	M495_RS01550	WP_020824919.1	88	hypothetical protein
chr	NC_021741.1	342333	342731	+	29903042	-	M495_RS01555	WP_006317459.1	132	MULTISPECIES: 30S ribosomal protein S6
chr	NC_021741.1	342740	343057	+	30329055	-	M495_RS24750	WP_006317460.1	105	MULTISPECIES: primosomal replication protein N
chr	NC_021741.1	343331	343783	+	29905887	-	M495_RS01565	WP_004933629.1	150	MULTISPECIES: 50S ribosomal protein L9
chr	NC_021741.1	343894	344253	+	29904267	-	M495_RS01570	WP_020824920.1	119	MarR family transcriptional regulator
chr	NC_021741.1	344250	344918	-	29905115	-	M495_RS01575	WP_041414142.1	222	opacity-associated protein OapA
chr	NC_021741.1	345207	345827	+	29904222	-	M495_RS01580	WP_020824922.1	206	peptidyl-prolyl cis-trans isomerase
chr	NC_021741.1	345871	346536	-	29906043	-	M495_RS01585	WP_020824923.1	221	iron-sulfur cluster repair di-iron protein
chr	NC_021741.1	346656	348608	-	29906337	-	M495_RS01590	WP_020824924.1	650	2\',3\'-cyclic-nucleotide 2\'-phosphodiesterase
chr	NC_021741.1	348865	349605	+	29902031	-	M495_RS01595	WP_041415176.1	246	3\'(2\'),5\'-bisphosphate nucleotidase CysQ
chr	NC_021741.1	349607	350164	-	29905689	-	M495_RS01600	WP_020824926.1	185	hypothetical protein
chr	NC_021741.1	350491	350697	+	29902888	-	M495_RS01605	WP_012004917.1	68	MULTISPECIES: hypothetical protein
chr	NC_021741.1	350895	352226	-	29904557	-	M495_RS01610	WP_020824927.1	443	membrane protein
chr	NC_021741.1	352404	353045	-	29902039	-	M495_RS01615	WP_020824928.1	213	peptide-methionine (S)-S-oxide reductase
chr	NC_021741.1	353332	355068	+	29904210	-	M495_RS01620	WP_020824929.1	578	outer membrane protein assembly factor
chr	NC_021741.1	358880	359227	+	29902728	-	M495_RS01630	WP_006317485.1	115	MULTISPECIES: gamma-glutamylcyclotransferase
chr	NC_021741.1	359280	359810	-	29906304	-	M495_RS01635	WP_004952787.1	176	MULTISPECIES: inorganic pyrophosphatase
chr	NC_021741.1	360067	361620	+	29903933	-	M495_RS01640	WP_020824932.1	517	methyl-accepting chemotaxis protein
chr	NC_021741.1	361658	362662	-	29904512	-	M495_RS01645	WP_020824933.1	334	fructose-bisphosphatase
chr	NC_021741.1	362831	364210	+	29906356	-	M495_RS01650	WP_020824934.1	459	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
chr	NC_021741.1	364414	364677	-	29905485	-	M495_RS01655	WP_020824935.1	87	membrane protein
chr	NC_021741.1	364802	365065	-	29904522	-	M495_RS01660	WP_020824936.1	87	hypothetical protein
chr	NC_021741.1	365471	365941	-	29902428	-	M495_RS01665	WP_020824937.1	156	MULTISPECIES: arginine repressor
chr	NC_021741.1	366408	367346	+	29903225	-	M495_RS01670	WP_020824938.1	312	malate dehydrogenase
chr	NC_021741.1	367415	367675	-	29905778	-	M495_RS01675	WP_020824939.1	86	DNA-binding protein
chr	NC_021741.1	367858	368208	+	29904801	-	M495_RS01680	WP_020824940.1	116	DNA-binding protein
chr	NC_021741.1	368258	369229	-	29902153	-	M495_RS01685	WP_020824941.1	323	octaprenyl diphosphate synthase
chr	NC_021741.1	369499	369810	+	29905025	-	M495_RS01690	WP_004933561.1	103	MULTISPECIES: 50S ribosomal protein L21
chr	NC_021741.1	369828	370085	+	29904840	-	M495_RS01695	WP_004933559.1	85	MULTISPECIES: 50S ribosomal protein L27
chr	NC_021741.1	370192	371163	+	29904800	-	M495_RS01700	WP_041415179.1	323	EamA family transporter
chr	NC_021741.1	371180	372352	+	29902729	obgE	M495_RS01705	WP_020824943.1	390	GTPase Obg
chr	NC_021741.1	372404	373468	-	29904389	-	M495_RS01710	WP_020824944.1	354	two-component sensor histidine kinase
chr	NC_021741.1	373465	374127	-	29906106	-	M495_RS01715	WP_020824945.1	220	DNA-binding response regulator
chr	NC_021741.1	374136	375569	-	29906714	-	M495_RS01720	WP_020824946.1	477	serine-type D-Ala-D-Ala carboxypeptidase
chr	NC_021741.1	375826	376302	+	29906149	-	M495_RS01725	WP_020824947.1	158	transcription elongation factor GreA
chr	NC_021741.1	376417	376710	-	29906197	-	M495_RS01730	WP_004933536.1	97	MULTISPECIES: RNA-binding protein
chr	NC_021741.1	376855	377484	+	29905810	-	M495_RS01735	WP_012004940.1	209	MULTISPECIES: 23S rRNA (uridine(2552)-2\'-O)-methyltransferase
chr	NC_021741.1	377541	379472	+	29902405	hflB	M495_RS01740	WP_041414147.1	643	ATP-dependent metalloprotease
chr	NC_021741.1	379565	380398	+	29905372	-	M495_RS01745	WP_020824949.1	277	dihydropteroate synthase
chr	NC_021741.1	380406	381743	+	29904765	-	M495_RS01750	WP_020824950.1	445	phosphoglucosamine mutase
chr	NC_021741.1	381996	382331	+	29903425	-	M495_RS01755	WP_020824951.1	111	MULTISPECIES: preprotein translocase subunit SecG
chr	NC_021741.1	382850	383302	+	29903803	-	M495_RS01770	WP_071827073.1	150	ribosome maturation factor RimP
chr	NC_021741.1	383324	384832	+	29906717	nusA	M495_RS01775	WP_004952855.1	502	MULTISPECIES: transcription termination protein NusA
chr	NC_021741.1	384857	387544	+	29904118	-	M495_RS01780	WP_020824953.1	895	translation initiation factor IF-2
chr	NC_021741.1	387613	388023	+	29906795	-	M495_RS01785	WP_020824954.1	136	ribosome-binding factor A
chr	NC_021741.1	388023	388967	+	29902661	-	M495_RS01790	WP_020824955.1	314	tRNA pseudouridine(55) synthase
chr	NC_021741.1	389091	389360	+	29905732	-	M495_RS01795	WP_012004950.1	89	MULTISPECIES: 30S ribosomal protein S15
chr	NC_021741.1	389616	391733	+	29905806	-	M495_RS01800	WP_020824956.1	705	polyribonucleotide nucleotidyltransferase
chr	NC_021741.1	391862	392746	+	29904712	-	M495_RS01805	WP_012004952.1	294	MULTISPECIES: lipoprotein NlpI
chr	NC_021741.1	392933	394900	+	29903700	-	M495_RS01810	WP_020824957.1	655	DEAD/DEAH family ATP-dependent RNA helicase
chr	NC_021741.1	395048	396262	+	29903166	-	M495_RS01815	WP_020824958.1	404	hypothetical protein
chr	NC_021741.1	396259	396498	+	29902356	-	M495_RS01820	WP_004952879.1	79	MULTISPECIES: SirA-like protein
chr	NC_021741.1	396581	397606	-	29902521	-	M495_RS01825	WP_020824959.1	341	luciferase family oxidoreductase
chr	NC_021741.1	397819	398790	+	29903800	-	M495_RS01830	WP_020824960.1	323	secretion protein HlyD
chr	NC_021741.1	398772	399926	+	29906269	-	M495_RS01835	WP_020824961.1	384	antibiotic ABC transporter permease
chr	NC_021741.1	399923	401065	+	29902756	-	M495_RS01840	WP_020824962.1	380	ABC transporter permease
chr	NC_021741.1	401170	402291	+	29905150	-	M495_RS01845	WP_020824963.1	373	hypothetical protein
chr	NC_021741.1	402360	403238	-	29905205	-	M495_RS01850	WP_020824964.1	292	U32 family peptidase
chr	NC_021741.1	403250	404245	-	29904356	-	M495_RS01855	WP_020824965.1	331	protease
chr	NC_021741.1	404500	405021	+	29905852	-	M495_RS01860	WP_020824966.1	173	SCP2 domain-containing protein
chr	NC_021741.1	405015	405518	+	29905370	-	M495_RS01865	WP_020824967.1	167	N-acetyltransferase
chr	NC_021741.1	405505	405813	-	29902667	-	M495_RS01870	WP_071846548.1	102	hypothetical protein
chr	NC_021741.1	405904	407226	-	29906581	-	M495_RS01875	WP_071844584.1	440	putrescine-ornithine antiporter
chr	NC_021741.1	407284	409446	-	29904996	-	M495_RS01880	WP_020824970.1	720	ornithine decarboxylase
chr	NC_021741.1	410259	410687	+	29905004	-	M495_RS01885	WP_020824971.1	142	hypothetical protein
chr	NC_021741.1	410735	411373	+	29903251	-	M495_RS01890	WP_020824972.1	212	hypothetical protein
chr	NC_021741.1	411324	412106	-	29905576	-	M495_RS01895	WP_041414151.1	260	phosphonate metabolism protein PhnP
chr	NC_021741.1	412121	412723	-	29903818	-	M495_RS01900	WP_020824974.1	200	acetyltransferase
chr	NC_021741.1	412720	413289	-	29906730	-	M495_RS01905	WP_020824975.1	189	ribose 1,5-bisphosphokinase
chr	NC_021741.1	413289	414425	-	29904881	-	M495_RS01910	WP_020824976.1	378	phosphonate metabolism protein PhnM
chr	NC_021741.1	414425	415129	-	29906656	-	M495_RS01915	WP_020824977.1	234	phosphonate C-P lyase system protein PhnL
chr	NC_021741.1	415146	415934	-	29903259	-	M495_RS01920	WP_020824978.1	262	phosphonate C-P lyase system protein PhnK
chr	NC_021741.1	415934	416794	-	29902025	-	M495_RS01925	WP_020824979.1	286	carbon-phosphorus lyase complex subunit PhnJ
chr	NC_021741.1	416787	417872	-	29906000	-	M495_RS01930	WP_020824980.1	361	carbon-phosphorus lyase complex subunit PhnI
chr	NC_021741.1	417872	418453	-	29903850	-	M495_RS01935	WP_020824981.1	193	carbon-phosphorus lyase subunit PhnH
chr	NC_021741.1	418456	418899	-	29904039	-	M495_RS01940	WP_020824982.1	147	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
chr	NC_021741.1	418900	419628	-	29902961	-	M495_RS01945	WP_041415183.1	242	phosphonate metabolism transcriptional regulator PhnF
chr	NC_021741.1	419886	420944	+	29906128	-	M495_RS01950	WP_020824984.1	352	membrane protein
chr	NC_021741.1	421049	421336	+	29905607	-	M495_RS01955	WP_020824985.1	95	DNA-damage-inducible protein J
chr	NC_021741.1	421345	421629	+	29905649	-	M495_RS01960	WP_020824986.1	94	translation repressor RelE
chr	NC_021741.1	421626	422090	-	29903739	-	M495_RS01965	WP_020824987.1	154	anaerobic ribonucleotide reductase-activating protein
chr	NC_021741.1	422091	422252	+	30329056	-	M495_RS24755	WP_071846549.1	53	L-asparaginase
chr	NC_021741.1	422264	424402	-	29902392	-	M495_RS01970	WP_020824988.1	712	anaerobic ribonucleoside triphosphate reductase
chr	NC_021741.1	424686	425594	-	29905412	-	M495_RS01975	WP_020824989.1	302	LysR family transcriptional regulator
chr	NC_021741.1	425699	426223	+	29902962	-	M495_RS01980	WP_020824990.1	174	oxidoreductase
chr	NC_021741.1	426252	427916	-	29902924	-	M495_RS01985	WP_020824991.1	554	glucohydrolase
chr	NC_021741.1	427973	429388	-	29902738	-	M495_RS01990	WP_020824992.1	471	PTS trehalose transporter subunit IIBC
chr	NC_021741.1	429723	430136	+	29902353	-	M495_RS01995	WP_020824993.1	137	entry exclusion protein 2
chr	NC_021741.1	430170	431117	-	29902148	-	M495_RS02000	WP_020824994.1	315	trehalose operon repressor
chr	NC_021741.1	431535	434243	+	29905758	-	M495_RS02005	WP_020824995.1	902	magnesium-translocating P-type ATPase
chr	NC_021741.1	434516	436909	+	29903406	-	M495_RS02010	WP_020824996.1	797	beta-N-acetylhexosaminidase
chr	NC_021741.1	436956	437684	-	29904532	-	M495_RS02015	WP_020824997.1	242	peptidase
chr	NC_021741.1	437760	438554	-	29904680	-	M495_RS02020	WP_020824998.1	264	transglutaminase
chr	NC_021741.1	438551	439480	-	29904685	-	M495_RS02025	WP_020824999.1	309	hypothetical protein
chr	NC_021741.1	439474	440910	-	29904081	-	M495_RS02030	WP_041415185.1	478	hypothetical protein
chr	NC_021741.1	441156	444137	-	29906177	-	M495_RS02035	WP_020825001.1	993	hypothetical protein
chr	NC_021741.1	444345	444731	-	29902681	-	M495_RS02040	WP_020825002.1	128	endoribonuclease L-PSP
chr	NC_021741.1	444889	445353	-	29904659	-	M495_RS02045	WP_020825003.1	154	MULTISPECIES: aspartate carbamoyltransferase regulatory subunit
chr	NC_021741.1	445366	446301	-	29904637	-	M495_RS02050	WP_020825004.1	311	aspartate carbamoyltransferase
chr	NC_021741.1	446372	446563	-	30329057	-	M495_RS24760	WP_071846550.1	63	hypothetical protein
chr	NC_021741.1	446615	447619	-	29905298	-	M495_RS02055	WP_020825005.1	334	ABC transporter permease
chr	NC_021741.1	447619	448575	-	29904283	-	M495_RS02060	WP_020825006.1	318	ABC transporter substrate-binding protein
chr	NC_021741.1	448811	449599	-	29902144	-	M495_RS02065	WP_020825007.1	262	hypothetical protein
chr	NC_021741.1	449619	450860	-	29905254	-	M495_RS02070	WP_020825008.1	413	aldolase
chr	NC_021741.1	451054	451917	+	29905246	-	M495_RS02075	WP_020825009.1	287	MurR/RpiR family transcriptional regulator
chr	NC_021741.1	451956	453416	+	29903388	-	M495_RS02080	WP_020825010.1	486	D-aminoacylase
chr	NC_021741.1	453413	453811	+	29903469	-	M495_RS02085	WP_020825011.1	132	reactive intermediate/imine deaminase
chr	NC_021741.1	454048	455616	-	29902554	-	M495_RS02090	WP_020825012.1	522	ABC transporter substrate-binding protein
chr	NC_021741.1	455819	456838	-	29902861	-	M495_RS02095	WP_041414153.1	339	ornithine carbamoyltransferase
chr	NC_021741.1	457002	457430	+	29902842	-	M495_RS02100	WP_020825014.1	142	RNase E inhibitor protein
chr	NC_021741.1	457530	458294	+	29904768	-	M495_RS02105	WP_020825015.1	254	tRNA-(m
chr	NC_021741.1	458319	459926	-	29903799	-	M495_RS02110	WP_020825016.1	535	glucose-methanol-choline oxidoreductase
chr	NC_021741.1	460279	461268	+	29903505	-	M495_RS02115	WP_020825017.1	329	acyltransferase
chr	NC_021741.1	461316	461819	-	29905106	-	M495_RS02120	WP_041414155.1	167	N-acetyltransferase
chr	NC_021741.1	462150	465026	-	29906086	-	M495_RS02125	WP_020825019.1	958	valine--tRNA ligase
chr	NC_021741.1	465040	465489	-	29903981	-	M495_RS02130	WP_012005017.1	149	MULTISPECIES: DNA polymerase III subunit chi
chr	NC_021741.1	465699	467210	-	29904558	-	M495_RS02135	WP_020825020.1	503	leucyl aminopeptidase
chr	NC_021741.1	467491	468585	+	29905190	-	M495_RS02140	WP_020825021.1	364	LPS export ABC transporter permease LptF
chr	NC_021741.1	468585	469655	+	29905187	-	M495_RS02145	WP_020825022.1	356	MULTISPECIES: LPS export ABC transporter permease LptG
chr	NC_021741.1	471941	474274	-	29902313	-	M495_RS02160	WP_020825023.1	777	DNA primase
chr	NC_021741.1	474287	474625	-	29902930	-	M495_RS02165	WP_020825024.1	112	hypothetical protein
chr	NC_021741.1	475431	475676	-	29905655	-	M495_RS02180	WP_020825026.1	81	hypothetical protein
chr	NC_021741.1	475673	475933	-	29906249	-	M495_RS02185	WP_020825027.1	86	hypothetical protein
chr	NC_021741.1	476478	477203	+	29903551	-	M495_RS02190	WP_020825028.1	241	hypothetical protein
chr	NC_021741.1	477200	477454	+	30329059	-	M495_RS24770	WP_020825029.1	84	transcriptional regulator
chr	NC_021741.1	477807	479855	-	29904059	-	M495_RS02195	WP_020825030.1	682	hypothetical protein
